nl	en	fr	de	references	usage	description
binnenboord	inboard	préceinte interne	Stringer 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
binnenboord	inboard	serre	Stringer 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
binnenboord	inwale	préceinte interne	Stringer 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
binnenboord	inwale	serre	Stringer 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
binnenboord	stringer 	préceinte interne	Stringer 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
binnenboord	stringer 	serre	Stringer 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
Bintlaag	Floor frame	Potrage	Balkenlagen	Haslinghuis		
Bintlaag	Floor frame	poutaison	Balkenlagen	Haslinghuis		
Bintlaag	Floor frame	solivage	Balkenlagen	Haslinghuis		
Bintlaag	Floor frame	solivure	Balkenlagen	Haslinghuis		
Bintlaag	Floor joists	Potrage	Balkenlagen	Haslinghuis		
Bintlaag	Floor joists	poutaison	Balkenlagen	Haslinghuis		
Bintlaag	Floor joists	solivage	Balkenlagen	Haslinghuis		
Bintlaag	Floor joists	solivure	Balkenlagen	Haslinghuis		
Bintlaag	Joisting	Potrage	Balkenlagen	Haslinghuis		
Bintlaag	Joisting	poutaison	Balkenlagen	Haslinghuis		
Bintlaag	Joisting	solivage	Balkenlagen	Haslinghuis		
Bintlaag	Joisting	solivure	Balkenlagen	Haslinghuis		
Bintlaag	Floor frame	Potrage	Gebälk	Haslinghuis		
Bintlaag	Floor frame	poutaison	Gebälk	Haslinghuis		
Bintlaag	Floor frame	solivage	Gebälk	Haslinghuis		
Bintlaag	Floor frame	solivure	Gebälk	Haslinghuis		
Bintlaag	Floor joists	Potrage	Gebälk	Haslinghuis		
Bintlaag	Floor joists	poutaison	Gebälk	Haslinghuis		
Bintlaag	Floor joists	solivage	Gebälk	Haslinghuis		
Bintlaag	Floor joists	solivure	Gebälk	Haslinghuis		
Bintlaag	Joisting	Potrage	Gebälk	Haslinghuis		
Bintlaag	Joisting	poutaison	Gebälk	Haslinghuis		
Bintlaag	Joisting	solivage	Gebälk	Haslinghuis		
Bintlaag	Joisting	solivure	Gebälk	Haslinghuis		
Bintwerk	Floor frame	Potrage	Balkenlagen	Haslinghuis		
Bintwerk	Floor frame	Potrage	Balkenlagen	Haslinghuis		
Bintwerk	Floor frame	solivage	Balkenlagen	Haslinghuis		
Bintwerk	Floor frame	solivage	Balkenlagen	Haslinghuis		
Bintwerk	Floor joists	Potrage	Balkenlagen	Haslinghuis		
Bintwerk	Floor joists	Potrage	Balkenlagen	Haslinghuis		
Bintwerk	Floor joists	solivage	Balkenlagen	Haslinghuis		
Bintwerk	Floor joists	solivage	Balkenlagen	Haslinghuis		
Bintwerk	Joisting	Potrage	Balkenlagen	Haslinghuis		
Bintwerk	Joisting	Potrage	Balkenlagen	Haslinghuis		
Bintwerk	Joisting	solivage	Balkenlagen	Haslinghuis		
Bintwerk	Joisting	solivage	Balkenlagen	Haslinghuis		
Bintwerk	Floor frame	poutaison	Gebälk	Haslinghuis		
Bintwerk	Floor frame	poutaison	Gebälk	Haslinghuis		
Bintwerk	Floor frame	solivure	Gebälk	Haslinghuis		
Bintwerk	Floor frame	solivure	Gebälk	Haslinghuis		
Bintwerk	Floor joists	poutaison	Gebälk	Haslinghuis		
Bintwerk	Floor joists	poutaison	Gebälk	Haslinghuis		
Bintwerk	Floor joists	solivure	Gebälk	Haslinghuis		
Bintwerk	Floor joists	solivure	Gebälk	Haslinghuis		
Bintwerk	Joisting	poutaison	Gebälk	Haslinghuis		
Bintwerk	Joisting	poutaison	Gebälk	Haslinghuis		
Bintwerk	Joisting	solivure	Gebälk	Haslinghuis		
blaasbalk (blaasbalg?)	stern outboard	mouchoir sous le jotterau	Blasebalgen (Blasebalck ?)	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
blaasbalk (blaasbalg?)	stern outboard	tambour d' éperon	Blasebalgen (Blasebalck ?)	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
blaasbalk (blaasbalg?)	wash board	mouchoir sous le jotterau	Blasebalgen (Blasebalck ?)	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
blaasbalk (blaasbalg?)	wash board	tambour d' éperon	Blasebalgen (Blasebalck ?)	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
blindera	spritsail yard	vergue de civadière	Blinderah	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
blindesteng	jackstaff	mât de pavillon beaupré	Bugsprietflaggenstock	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
blok	block	poulie	Block 	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
blok	pulley 	poulie	Block 			shipsterm
Blokbouw	Log cabin construction	Construction en pièce sur pièce	Kasten/Blockbau	Haslinghuis		
Blokkeel	Sole piece	Blochet	Sattelbalken	AAT/Haslinghuis		Use for diagonal braces connecting posts and tie beams or rafters
Blokkeel	Spur (tie)	Blochet	Sattelbalken	AAT/Haslinghuis		Use for diagonal braces connecting posts and tie beams or rafters
Blokkeel	Sole piece	Blochet	Stichbalken	AAT/Haslinghuis		Use for diagonal braces connecting posts and tie beams or rafters
Blokkeel	Spur (tie)	Blochet	Stichbalken	AAT/Haslinghuis		Use for diagonal braces connecting posts and tie beams or rafters
Blokkeel	Sole piece	Blochet	Zange	AAT/Haslinghuis		Use for diagonal braces connecting posts and tie beams or rafters
Blokkeel	Spur (tie)	Blochet	Zange	AAT/Haslinghuis		Use for diagonal braces connecting posts and tie beams or rafters
Bodem	Base	Fond	Boden	Willy Tegel		
Bodem	Bottom	Fond	Boden	Willy Tegel		
bodem	bottom 	carène	Boden	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
bodem	bottom 	fond	Boden	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
bodem	bottom 	sole	Boden	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
Bodem	Floor	Fond	Boden	Willy Tegel		
bodem	bottom 	carène	Schiffsboden 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
bodem	bottom 	fond	Schiffsboden 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
bodem	bottom 	sole	Schiffsboden 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
boeg	bow 	proue	Bug 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
boegband	breasthook, breast knee	guirlande	Bugband	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
boegbeeld	figurehead	figure de proue	Galionsfigur	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
boegspriet	bowsprit	beaupré	Bugspriet	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
boeiklamp	construction cleat 	étrier de construction	Konstruktionsklampe 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
boeisel	bulwark	plat-bord	Dollbord 			shipsterm
boeisel	wash strake 	plat-bord	Dollbord 			shipsterm
Boerderij	Farmhouse	Ferme	Bauernhof	AAT/ABR/KICH		Complexes where plants or animals are raised for livelihood or commerce
bok	jig	bigue	Bock	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
bok	jig	cabre	Bock	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
bok	sheers	bigue	Bock	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
bok	sheers	cabre	Bock	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
Bolder	Bitt	Bitte (d'amarrage)	Beting	AAT		Use for multipurpose boating structures consisting of a group of piles driven close together into the sea bottom and bound firmly into a single cluster; Use for low stone, concrete, or metal piers that hold the line of a moored boat or prevent passage by automobiles
Bolder	Bitt	bitton	Beting	AAT		Use for multipurpose boating structures consisting of a group of piles driven close together into the sea bottom and bound firmly into a single cluster; Use for low stone, concrete, or metal piers that hold the line of a moored boat or prevent passage by automobiles
Bolder	Bitt	bollard	Beting	AAT		Use for multipurpose boating structures consisting of a group of piles driven close together into the sea bottom and bound firmly into a single cluster; Use for low stone, concrete, or metal piers that hold the line of a moored boat or prevent passage by automobiles
Bolder	Bollard	Bitte (d'amarrage)	Beting	AAT		Use for multipurpose boating structures consisting of a group of piles driven close together into the sea bottom and bound firmly into a single cluster; Use for low stone, concrete, or metal piers that hold the line of a moored boat or prevent passage by automobiles
Bolder	Bollard	bitton	Beting	AAT		Use for multipurpose boating structures consisting of a group of piles driven close together into the sea bottom and bound firmly into a single cluster; Use for low stone, concrete, or metal piers that hold the line of a moored boat or prevent passage by automobiles
Bolder	Bollard	bollard	Beting	AAT		Use for multipurpose boating structures consisting of a group of piles driven close together into the sea bottom and bound firmly into a single cluster; Use for low stone, concrete, or metal piers that hold the line of a moored boat or prevent passage by automobiles
Bolder	Dolphin	Bitte (d'amarrage)	Beting	AAT		Use for multipurpose boating structures consisting of a group of piles driven close together into the sea bottom and bound firmly into a single cluster; Use for low stone, concrete, or metal piers that hold the line of a moored boat or prevent passage by automobiles
Bolder	Dolphin	bitton	Beting	AAT		Use for multipurpose boating structures consisting of a group of piles driven close together into the sea bottom and bound firmly into a single cluster; Use for low stone, concrete, or metal piers that hold the line of a moored boat or prevent passage by automobiles
Bolder	Dolphin	bollard	Beting	AAT		Use for multipurpose boating structures consisting of a group of piles driven close together into the sea bottom and bound firmly into a single cluster; Use for low stone, concrete, or metal piers that hold the line of a moored boat or prevent passage by automobiles
Bolder	Bitt	Bitte (d'amarrage)	Poller	AAT		Use for multipurpose boating structures consisting of a group of piles driven close together into the sea bottom and bound firmly into a single cluster; Use for low stone, concrete, or metal piers that hold the line of a moored boat or prevent passage by automobiles
Bolder	Bitt	bitton	Poller	AAT		Use for multipurpose boating structures consisting of a group of piles driven close together into the sea bottom and bound firmly into a single cluster; Use for low stone, concrete, or metal piers that hold the line of a moored boat or prevent passage by automobiles
Bolder	Bitt	bollard	Poller	AAT		Use for multipurpose boating structures consisting of a group of piles driven close together into the sea bottom and bound firmly into a single cluster; Use for low stone, concrete, or metal piers that hold the line of a moored boat or prevent passage by automobiles
Bolder	Bollard	Bitte (d'amarrage)	Poller	AAT		Use for multipurpose boating structures consisting of a group of piles driven close together into the sea bottom and bound firmly into a single cluster; Use for low stone, concrete, or metal piers that hold the line of a moored boat or prevent passage by automobiles
Bolder	Bollard	bitton	Poller	AAT		Use for multipurpose boating structures consisting of a group of piles driven close together into the sea bottom and bound firmly into a single cluster; Use for low stone, concrete, or metal piers that hold the line of a moored boat or prevent passage by automobiles
Bolder	Bollard	bollard	Poller	AAT		Use for multipurpose boating structures consisting of a group of piles driven close together into the sea bottom and bound firmly into a single cluster; Use for low stone, concrete, or metal piers that hold the line of a moored boat or prevent passage by automobiles
Bolder	Dolphin	Bitte (d'amarrage)	Poller	AAT		Use for multipurpose boating structures consisting of a group of piles driven close together into the sea bottom and bound firmly into a single cluster; Use for low stone, concrete, or metal piers that hold the line of a moored boat or prevent passage by automobiles
Bolder	Dolphin	bitton	Poller	AAT		Use for multipurpose boating structures consisting of a group of piles driven close together into the sea bottom and bound firmly into a single cluster; Use for low stone, concrete, or metal piers that hold the line of a moored boat or prevent passage by automobiles
Bolder	Dolphin	bollard	Poller	AAT		Use for multipurpose boating structures consisting of a group of piles driven close together into the sea bottom and bound firmly into a single cluster; Use for low stone, concrete, or metal piers that hold the line of a moored boat or prevent passage by automobiles
Bolder	Bitt	Bitte (d'amarrage)	Rolle	AAT		Use for multipurpose boating structures consisting of a group of piles driven close together into the sea bottom and bound firmly into a single cluster; Use for low stone, concrete, or metal piers that hold the line of a moored boat or prevent passage by automobiles
Bolder	Bitt	bitton	Rolle	AAT		Use for multipurpose boating structures consisting of a group of piles driven close together into the sea bottom and bound firmly into a single cluster; Use for low stone, concrete, or metal piers that hold the line of a moored boat or prevent passage by automobiles
Bolder	Bitt	bollard	Rolle	AAT		Use for multipurpose boating structures consisting of a group of piles driven close together into the sea bottom and bound firmly into a single cluster; Use for low stone, concrete, or metal piers that hold the line of a moored boat or prevent passage by automobiles
Bolder	Bollard	Bitte (d'amarrage)	Rolle	AAT		Use for multipurpose boating structures consisting of a group of piles driven close together into the sea bottom and bound firmly into a single cluster; Use for low stone, concrete, or metal piers that hold the line of a moored boat or prevent passage by automobiles
Bolder	Bollard	bitton	Rolle	AAT		Use for multipurpose boating structures consisting of a group of piles driven close together into the sea bottom and bound firmly into a single cluster; Use for low stone, concrete, or metal piers that hold the line of a moored boat or prevent passage by automobiles
Bolder	Bollard	bollard	Rolle	AAT		Use for multipurpose boating structures consisting of a group of piles driven close together into the sea bottom and bound firmly into a single cluster; Use for low stone, concrete, or metal piers that hold the line of a moored boat or prevent passage by automobiles
Bolder	Dolphin	Bitte (d'amarrage)	Rolle	AAT		Use for multipurpose boating structures consisting of a group of piles driven close together into the sea bottom and bound firmly into a single cluster; Use for low stone, concrete, or metal piers that hold the line of a moored boat or prevent passage by automobiles
Bolder	Dolphin	bitton	Rolle	AAT		Use for multipurpose boating structures consisting of a group of piles driven close together into the sea bottom and bound firmly into a single cluster; Use for low stone, concrete, or metal piers that hold the line of a moored boat or prevent passage by automobiles
Bolder	Dolphin	bollard	Rolle	AAT		Use for multipurpose boating structures consisting of a group of piles driven close together into the sea bottom and bound firmly into a single cluster; Use for low stone, concrete, or metal piers that hold the line of a moored boat or prevent passage by automobiles
Bolwerk	Bastion	Bastion	Bastion	AAT/Haslinghuis		The projecting portions of the outer wall of a fortification
Bolwerk	Bulwark	Bastion	Bastion	AAT/Haslinghuis		The projecting portions of the outer wall of a fortification
Bolwerk	Vallum	Bastion	Bastion	AAT/Haslinghuis		The projecting portions of the outer wall of a fortification
Bolwerk	Bastion	Bastion	Bollwerk	AAT/Haslinghuis		The projecting portions of the outer wall of a fortification
Bolwerk	Bulwark	Bastion	Bollwerk	AAT/Haslinghuis		The projecting portions of the outer wall of a fortification
Bolwerk	Vallum	Bastion	Bollwerk	AAT/Haslinghuis		The projecting portions of the outer wall of a fortification
bolwulf	  Unknown	  Inconnu	  Unbekannt	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
bomen	punting 	conduire à la gaffe	staken	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
bomen	punting 	conduire à la perche	staken	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
bomen	punting 	gaffer	staken	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
Boog	Arch	Arc	Bogen	Haslinghuis		
Boog	Arch	arche (d'un pont)	Bogen	Haslinghuis		
Boog	Arch	cintre	Bogen	Haslinghuis		
boom	boom 	bôme	Baum 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
Boomstam	(Tree-)trunk	Tronc	Stamm	Jansma		
Boomstam	Trunk	Tronc	Stamm	Jansma		
Boomstamboot	Dugout	  Inconnu	Einbaum	ABR/AAT		Use for simple watercraft constructed by hollowing out and carving a single log; found in cultures all over the world and developed at least during the Paleolithic era
Boomstamkano	Dugout	  Inconnu	Einbaum	ABR/AAT		
Boomstronk	Tree-stump	Souche	Baumstumpf			
boord	ship’s side 	bord	Bord	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
boord	ship’s side 	muraille	Bord	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
boord	ship’s side 	bord	Bordwand 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
boord	ship’s side 	muraille	Bordwand 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
boordgang	board	bordage	Bordgang 	Folkersma, Fenwick, Steffy		shipsterm
boordgang	side strake 	bordage	Bordgang 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
Boot	Boat	Bateau	Boot	AAT		Use for watercraft generally smaller and less seaworthy than ships and generally not designed to cross large open waters
bootbalken	boat boom	poutre chaloupes	Beibootebalken	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
Bossage	Bosse	Bossage	Bosse	Haslinghuis		
Bossage	Bosse	Bossage	Buckel	Haslinghuis		
botteloef	boomkin	bossoir de minot	Halsbaum	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
botteloef	boomkin	boute-lof	Halsbaum	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
botteloef	bumkin	bossoir de minot	Halsbaum	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
botteloef	bumkin	boute-lof	Halsbaum	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
botteloef	bumpkin	bossoir de minot	Halsbaum	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
botteloef	bumpkin	boute-lof	Halsbaum	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
bottom first	bottom first 	construction à fond en premier	bottom first 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
bout	bolt 	boulon	Bolzen 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
bouwspant	constructional section 	couple de construction	Bauspant 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
bovenberghout	main wale	préceinte	Großbargholz	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
bovenblindera	sprit topsail yard	vergue de contre-civadière	Oberblinderah	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
bovenbramsteng	topgallant royal mast	mât de perroquet volant	Oberbramstenge	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
bovendek	upper deck	pont supérieur	Oberdeck	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
Bovendeur	Upper door	battant supérieur (d'une porte)	Obertür	Haslinghuis		
Bovendeur	Upper door	Vantail supérieur (d'une porte)	Obertür	Haslinghuis		
Bovendorpel	Lintel	Linteau	Fenstersturz	Haslinghuis		
Bovendorpel	Window head	Linteau	Fenstersturz	Haslinghuis		
Bovendorpel	Door head	Linteau	Sturz	Haslinghuis		
Bovendorpel	Lintel	Linteau	Sturz	Haslinghuis		
Bovendorpel	Window head	Linteau	Sturz	Haslinghuis		
bovenkampagne	poop deck	dunette	Puppdeck	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
bovenlicht	skylight	claire-voie	Oberlicht	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
Box	Box	Boîte	Dose	ABR		
breegang	black strake	bordage de remplissage	Breitegang	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
breegang	black strake	bordage des sabords	Breitegang	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
breeuwen	caulking 	calfater	Kalfatern 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
breeuwhamer	caulking mallet 	maillet de calfat	Kalfathammer 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
breeuwmateriaal	caulking material 	matériel de calfatage	Kalfaterung 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
breeuwsel	caulkage 	calfatage	Abdichtung, Kalfat 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
breeuwspijker	caulking nail 	clou de calfatage	Kalfatnagel 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
breeuwwijze	caulking method 	méthode de calfatage	Kalfaterungsweise 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
brigantijn	brig	brig	Briggschoner	Schepen van de Gouden Eeuw, Verzameling van 84 stuks Hollandsche schepen, Fluiten, Katten en Fregatten		shipsterm
brigantijn	brigantine	brigantin	Briggschoner	Schepen van de Gouden Eeuw, Verzameling van 84 stuks Hollandsche schepen, Fluiten, Katten en Fregatten		shipsterm
brigantijn	brig	brig	Schonerbrigg	Schepen van de Gouden Eeuw, Verzameling van 84 stuks Hollandsche schepen, Fluiten, Katten en Fregatten		shipsterm
brigantijn	brigantine	brigantin	Schonerbrigg	Schepen van de Gouden Eeuw, Verzameling van 84 stuks Hollandsche schepen, Fluiten, Katten en Fregatten		shipsterm
bril	  Unknown	  Inconnu	  Unbekannt	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
Brug	Bridge	Pont	Brücke	AAT/ABR		Structures spanning and providing passage over waterways, topographic depressions, transportation routes, or similar circulation barriers
Bruggenhoofd	Abutment	Tête de pont	Brückenkopf	AAT/Haslinghuis		
Bruggenhoofd	Bridge head	Tête de pont	Brückenkopf	AAT/Haslinghuis		
Brugpijler	Pier	Pile	Pfeiler	AAT		
Brugpijler	Pier	pilier	Pfeiler	AAT		
buikdenning	floor ceiling 	vaigrage de cale	Bodenwegerung 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
buikdenning	floor ceiling 	vaigrage de fond	Bodenwegerung 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
buikstuk	floor	varangue de fond	Bauchstück	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
buikstuk	floortimber	varangue de fond	Bauchstück	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
buikstuk	floor	varangue de fond	Bodenwrange	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
buikstuk	floortimber	varangue de fond	Bodenwrange	Malaria en Malaise, Fluiten, Katten en Fregatten, het VOC-retourschip, Pieter van Dam's beschrijvinghe, Galle		shipsterm
buiswater	bilge water 	eau de cale	Bilgewasser 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
Buitenplaats	Country estate	Manoir	Landsgut	KICH		
Buitenplaats	Country house	Manoir	Landsgut	KICH		
Buitenplaats	Mansion	Manoir	Landsgut	KICH		
buitentrap	outside ladder	echelle hors bord	Außentreppe	New Universal Dictionary of the Marine, The Young Sea Officer's Sheet Anchor, Elements and Practice of Rigging and Seamanship, van Dale		shipsterm
bun	fish well 	cale de poissons	Bünte 	Nautical Dictionary, Middelnederlands Handwoordenboek, NAVIS		shipsterm
Burcht	Castle	Château-fort	Burg	AAT/Haslinghuis	Slot	Use for buildings or groups of buildings intended primarily to serve as a fortified residence of a prince or nobleman
Castellum	Castellum	Castellum	Castellum	AAT/ABR		Small, ancient Roman fortified towns or outposts
Cello	Cello	violoncelle	Cello			
chialoup, sloep	sloop	chaloupe	Schlup	Schepen van de Gouden Eeuw, Verzameling van 84 stuks Hollandsche schepen, Fluiten, Katten en Fregatten		shipsterm
compagniejacht	  Unknown	  Inconnu	  Unbekannt	Schepen van de Gouden Eeuw, Verzameling van 84 stuks Hollandsche schepen, Fluiten, Katten en Fregatten		shipsterm
Console	Console	Console	Konsole	AAT	Bracket, elbow (Eng)	Use for projecting, scroll-shaped members serving as brackets or corbels. Often used to support entablatures and cornices over doorways and windows
Console	Console	Corbeau	Konsole	AAT	Bracket, elbow (Eng)	Use for projecting, scroll-shaped members serving as brackets or corbels. Often used to support entablatures and cornices over doorways and windows
Console	Corbel	Console	Konsole	AAT	Bracket, elbow (Eng)	Use for projecting, scroll-shaped members serving as brackets or corbels. Often used to support entablatures and cornices over doorways and windows
Console	Corbel	Corbeau	Konsole	AAT	Bracket, elbow (Eng)	Use for projecting, scroll-shaped members serving as brackets or corbels. Often used to support entablatures and cornices over doorways and windows
Console	Modillion	Console	Konsole	AAT	Bracket, elbow (Eng)	Use for projecting, scroll-shaped members serving as brackets or corbels. Often used to support entablatures and cornices over doorways and windows
Console	Modillion	Corbeau	Konsole	AAT	Bracket, elbow (Eng)	Use for projecting, scroll-shaped members serving as brackets or corbels. Often used to support entablatures and cornices over doorways and windows
Consoletafel	Console table	Console	Konsole	AAT		Side tables with tops supported by a substructure consisting of two or more legs of console form, sometimes having marble tops and heavily carved substructures
Consoletafel	Console table	Console	Konsoltischchen	AAT		Side tables with tops supported by a substructure consisting of two or more legs of console form, sometimes having marble tops and heavily carved substructures
Contrabas	Contrabass	Contrebasse	Bassgeige	AAT		Largest and lowest-pitched instruments of the violin family, having four, or more rarely, five strings, and varying considerably in size and shape.
Contrabas	Double bass	Contrebasse	Bassgeige	AAT		Largest and lowest-pitched instruments of the violin family, having four, or more rarely, five strings, and varying considerably in size and shape.
Contrabas	Contrabass	Contrebasse	Kontrabass	AAT		Largest and lowest-pitched instruments of the violin family, having four, or more rarely, five strings, and varying considerably in size and shape.
Contrabas	Double bass	Contrebasse	Kontrabass	AAT		Largest and lowest-pitched instruments of the violin family, having four, or more rarely, five strings, and varying considerably in size and shape.
Cultusplaats	Cult place	sanctuaire	Kultusplatz	ABR		
Dak	Roof	Toit, toiture	Dach	AAT/Haslinghuis		Use for the outside, overhead enclosures of buildings or other structures, including the roofing and its structural framing
Dakbalk	Roof timber	Entrait	Dachbalken	Willy Tegel		
Dakbalk	Roof timber	tirant	Dachbalken	Willy Tegel		
Dakbalk	Roof-beam	Entrait	Dachbalken	Willy Tegel		
Dakbalk	Roof-beam	tirant	Dachbalken	Willy Tegel		
Dakbeschot	Battening	Volige	Dachschalung 	Haslinghuis		
Dakbeschot	boarding	voligeage	Dachschalung 	Haslinghuis		
Dakbeschot	Roof boarding	voligeage	Dachschalung 	Haslinghuis		
Dakruiter	Ridge turret	campanile	Dachfirst	Haslinghuis		
Dakruiter	Ridge turret	lanterneau	Dachfirst	Haslinghuis		
Dakruiter	Roof turret	campanile	Dachfirst	Haslinghuis		
